celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_from_usa,is_final_awarded,is_final_reached,season_total_weeks,weeks_participated,low_score_advanced_week,low_score_advanced_weeks,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,week1_judge_score_rank,week2_judge_score_rank,week3_judge_score_rank,week4_judge_score_rank,week5_judge_score_rank,week6_judge_score_rank,week7_judge_score_rank,week8_judge_score_rank,week9_judge_score_rank,week10_judge_score_rank,week11_judge_score_rank
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6.0,5.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,5,0,,0,17.0,18.0,26.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,4,5,4,0,0,0,0,0,0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.25,7.25,8.25,8.25,8.0,8.0,8.5,8.0,8.75,8.75,8.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,8,7,"4,7",2,16.0,15.0,25.0,18.0,24.0,32.0,32.5,35.0,0.0,0.0,0.0,6,7,5,7,3,7,5,5,0,0,0
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5.0,4.0,4.0,0.0,7.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,0.0,9.0,8.5,9.0,0.0,1,0,1,11,11,10,"1,4,5,6,9,10",6,13.0,19.0,24.0,18.0,21.0,31.0,35.0,36.0,32.0,25.5,26.5,8,4,6,7,5,8,4,4,5,5,3
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0.0,9.0,10.0,9.0,0.0,10.25,10.25,11.25,10.25,9.5,9.0,9.5,9.0,10.0,10.0,10.0,10.0,9.75,9.75,10.75,10.75,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,1,1,1,11,11,0,,0,18.0,24.0,32.0,27.0,28.0,42.0,37.0,40.0,41.0,30.0,30.0,4,1,2,1,1,1,1,2,2,1,1
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6.0,6.0,6.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,4,3,3,1,18.0,15.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,8,5,0,0,0,0,0,0,0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,1,0,,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,0,0,0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,3,1,1,1,12.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,9,0,0,0,0,0,0,0,0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,9.75,9.75,9.75,9.75,8.5,8.5,10.0,9.0,8.0,9.0,8.0,8.0,10.75,10.75,10.75,10.75,9.5,9.5,9.5,0.0,10.0,10.0,10.0,0.0,1,1,1,11,11,8,8,1,21.0,24.0,34.0,24.0,27.0,39.0,36.0,33.0,43.0,28.5,30.0,2,1,1,3,2,3,3,6,1,4,1
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6.0,7.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,10.0,9.5,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,7,0,,0,19.0,21.0,27.0,22.0,24.0,37.0,36.5,0.0,0.0,0.0,0.0,3,2,3,4,3,5,2,0,0,0,0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4.0,4.0,4.0,0.0,5.0,5.0,5.0,0.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,7.25,7.25,7.25,7.25,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,9,8,"1,5,6,7,8",5,12.0,15.0,24.0,21.0,18.0,29.0,32.0,28.0,30.0,0.0,0.0,9,7,6,5,6,9,6,7,6,0,0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5.0,5.0,5.0,0.0,4.0,4.0,4.0,0.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.5,8.5,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,6,4,"2,3,4",3,15.0,12.0,23.0,19.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,7,8,7,6,3,6,0,0,0,0,0
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,9.75,9.75,8.75,9.75,9.0,9.0,9.0,9.0,9.75,9.75,9.75,9.75,9.0,10.0,9.0,10.0,10.0,9.5,10.0,0.0,9.5,10.0,10.0,0.0,1,0,1,11,11,0,,0,22.0,21.0,32.0,24.0,28.0,38.0,36.0,39.0,38.0,29.5,29.5,1,2,2,3,1,4,3,3,3,2,2
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7.0,7.0,7.0,0.0,6.0,7.0,7.0,0.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,0.0,8.0,8.0,8.0,0.0,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.75,10.75,10.75,10.75,9.0,9.0,9.0,10.0,9.5,9.5,10.0,0.0,9.5,10.0,10.0,0.0,1,1,1,11,11,0,,0,21.0,20.0,34.0,25.0,24.0,41.0,37.0,42.0,37.0,29.0,29.5,2,3,1,2,3,2,1,1,4,3,2
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6.0,6.0,5.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,2,1,1,1,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0,0,0,0,0,0,0,0,0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5.0,5.0,5.0,0.0,6.0,4.0,5.0,0.0,6.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,3,2,"1,2",2,15.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,8,0,0,0,0,0,0,0,0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6.0,5.0,5.0,0.0,6.0,4.0,5.0,0.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,3,2,"1,2",2,16.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,9,0,0,0,0,0,0,0,0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0.0,10.0,11.0,11.0,0.0,10.0,10.0,10.0,0.0,9.5,9.5,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,9,9,0,,0,23.0,24.0,34.5,32.0,27.0,32.0,30.0,29.0,30.0,0.0,0.0,1,1,2,3,1,1,1,1,1,0,0
Dwight HowardÂ ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,7.0,6.5,6.0,6.5,7.0,8.0,7.0,7.0,8.0,8.0,8.0,0.0,11.0,10.0,10.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,7,4,"3,4",2,22.0,22.0,26.0,29.0,24.0,31.0,24.0,0.0,0.0,0.0,0.0,2,2,7,4,4,2,6,0,0,0,0
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7.0,6.0,7.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,8.0,7.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,0.0,10.0,9.0,9.0,0.0,8.5,8.5,8.5,0.0,9.0,9.0,9.0,0.0,9.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,9,9,7,7,1,20.0,21.0,30.0,36.0,25.5,28.0,25.5,27.0,28.0,0.0,0.0,4,3,5,1,3,3,5,3,4,0,0
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,7.5,7.5,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,9.5,9.0,8.5,0.0,9.0,8.5,9.0,0.0,10.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,9,9,8,8,1,21.0,22.0,31.0,33.0,24.0,28.0,27.0,26.5,29.5,0.0,0.0,3,2,3,2,4,3,3,4,2,0,0
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.0,7.0,6.5,8.0,8.0,8.0,8.0,9.0,8.5,8.5,0.0,8.0,8.0,8.0,0.0,9.0,8.5,8.5,0.0,9.5,9.5,9.5,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,9,9,6,6,1,18.0,21.0,28.0,32.0,26.0,24.0,26.0,28.5,28.5,0.0,0.0,6,3,6,3,2,4,4,2,3,0,0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,6.0,6.0,6.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,2,0,,0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,0,0,0,0,0,0,0,0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,7.5,7.5,8.0,7.5,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,4,0,,0,18.0,20.0,30.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,4,3,0,0,0,0,0,0,0
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,5,0,,0,19.0,21.0,28.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,6,3,4,0,0,0,0,0,0
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7.0,6.0,6.0,0.0,6.0,6.0,7.0,0.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,0.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,6,0,,0,19.0,19.0,31.0,32.0,25.5,31.0,0.0,0.0,0.0,0.0,0.0,5,5,3,3,3,2,0,0,0,0,0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,9.0,9.0,8.5,8.5,9.0,9.0,9.0,9.0,8.5,8.5,9.0,0.0,11.0,10.0,11.0,0.0,9.0,9.5,9.0,0.0,9.5,10.0,9.5,0.0,9.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,9,9,0,,0,21.0,22.0,35.0,36.0,26.0,32.0,27.5,29.0,29.5,0.0,0.0,3,2,1,1,2,1,2,1,2,0,0
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,2,1,1,1,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,0,0,0,0
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6.0,6.0,0.0,0.0,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.5,9.0,9.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,8,5,"4,5",2,12.0,19.0,21.0,21.0,29.0,36.0,35.0,37.0,0.0,0.0,0.0,4,4,4,5,6,2,5,6,0,0,0
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,0.0,9.6666,9.6666,9.6666,0.0,1,0,1,11,11,9,"7,9",2,12.0,21.0,21.0,24.0,30.0,36.0,32.0,37.5,36.0,28.5,28.9998,4,2,4,2,5,2,7,5,4,3,4
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,2,0,,0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,5.0,5.0,0.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.5,10.0,9.5,9.5,10.5,9.5,9.5,9.5,9.5,9.5,0.0,9.6666,10.0,10.0,0.0,1,1,1,11,11,0,,0,10.0,22.0,24.0,24.0,32.0,39.0,38.0,39.0,39.0,28.5,29.666600000000003,5,1,1,2,4,1,4,2,3,3,2
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,5.0,4.0,0.0,0.0,6.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.25,7.25,7.25,7.25,8.0,8.5,9.5,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,9,8,"1,2,3,4,5,6,7,8",8,9.0,16.0,18.0,18.0,24.0,27.0,29.0,34.0,29.0,0.0,0.0,6,6,6,6,7,6,8,7,5,0,0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,8.0,7.0,0.0,0.0,8.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,8.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.75,9.75,9.75,10.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,0.0,9.6666,10.0,10.0,0.0,0,1,1,11,11,0,,0,15.0,22.0,22.0,22.0,35.0,36.0,41.0,38.0,42.0,29.5,29.666600000000003,1,1,3,4,2,2,3,4,1,1,2
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,7.0,7.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,4,0,,0,14.0,21.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,3,0,0,0,0,0,0,0
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,7.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,3,0,,0,13.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,0,0,0,0,0,0,0,0
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,5.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,6,4,"2,4",2,10.0,18.0,22.0,21.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,5,5,3,5,5,5,0,0,0,0,0
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,7.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,11.0,9.5,10.0,9.5,9.5,10.0,10.0,10.0,10.0,9.5,10.0,9.5,0.0,10.0,10.0,10.0,0.0,1,1,1,11,11,0,,0,13.0,21.0,23.0,24.0,35.0,35.0,43.0,38.5,40.0,29.0,30.0,3,2,2,2,2,3,1,3,2,2,1
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,6.0,6.0,0.0,0.0,8.0,7.0,7.0,0.0,7.0,6.0,6.0,0.0,7.0,8.0,8.0,0.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,7,5,"3,5",2,12.0,22.0,19.0,23.0,29.0,32.0,34.0,0.0,0.0,0.0,0.0,4,1,5,3,6,4,6,0,0,0,0
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,7.0,8.0,0.0,0.0,7.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,8.0,0.0,9.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.25,10.25,10.25,11.25,9.5,10.0,10.0,10.0,10.5,10.5,10.5,10.5,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,10,0,,0,15.0,22.0,24.0,25.0,33.0,39.0,42.0,39.5,42.0,29.0,0.0,1,1,1,1,3,1,2,1,1,2,0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,5.0,5.0,0.0,0.0,7.0,6.0,7.0,0.0,7.0,8.0,8.0,0.0,7.0,8.0,8.0,0.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.75,9.75,8.75,9.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,9.0,9.0,9.5,0.0,9.6666,9.6666,10.0,0.0,1,0,1,11,11,10,10,1,10.0,20.0,23.0,23.0,36.0,32.0,38.0,38.0,42.0,27.5,29.3332,5,3,2,3,1,4,4,4,1,4,3
